top_k_per_predicted_class,baseline_accuracy,adapted_accuracy
100,0.8489285714285715,0.854642857142857
75,0.8489285714285715,0.8525
40,0.8489285714285715,0.8517857142857143
50,0.8489285714285715,0.8514285714285714
30,0.8489285714285715,0.8482142857142857
10,0.8489285714285715,0.8425
20,0.8489285714285715,0.8421428571428571
