0,1,2,3,4,5,6
200,0,0,0,0,0,0
0,198,0,0,0,2,0
0,0,200,0,0,0,0
0,0,0,200,0,0,0
0,0,0,0,200,0,0
0,0,0,0,1,199,0
0,0,0,0,0,0,200
