transform,l2_normalize,accuracy
baseline,True,0.8482142857142857
separate_zscore,True,0.8396428571428571
separate_centering,True,0.8389285714285715
baseline,False,0.8367857142857142
separate_zscore,False,0.8367857142857142
separate_centering,False,0.8364285714285714
coral_source_to_target,True,0.8182142857142858
coral_source_to_target,False,0.7717857142857143
